Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County,Latitude,Longitude
CA-W-870,"H. COTURRI AND SONS, LTD.",COTURRI WINERY,6725 ENTERPRISE RD,GLEN ELLEN,CA,95442,9504,SONOMA,38.3721709,-122.5624861
CA-W-898,"MONT ST. JOHN CELLARS, INC.",MONT ST. JOHN CELLARS,5400 OLD SONOMA RD,NAPA,CA,94559,9708,NAPA,38.2567964,-122.3398129
CA-W-904,LAWRENCE LLOYD OLDS,SKY VINEYARDS,1500 LOKOYA RD,NAPA,CA,94558,9500,NAPA,38.3730202,-122.4305675
CA-W-906,WILLIAM MILLARD MOSBY,MOSBY WINERY,9496 SANTA ROSA RD,BUELLTON,CA,93427,9443,SANTA BARBARA,34.6016037,-120.1927609
CA-W-908,"BOGLE VINEYARDS, INC.",BOGLE VINEYARDS,37783 COUNTY ROAD 144,CLARKSBURG,CA,95612,5009,YOLO,38.3908595,-121.5394454
CA-W-911,JEROLD MONROE O'BRIEN,SILVER MOUNTAIN VINEYARDS,369 SILVER MOUNTAIN DR,SANTA CRUZ COUNTY,CA,95033,0000,SANTA CRUZ,37.1105933,-121.9342068
CA-W-924,"SAN ANTONIO WINERY, INC.",SAN ANTONIO WINERY,2802 S MILLIKEN AVE,ONTARIO,CA,91761,2331,SAN BERNARDINO,34.021791,-117.558582
CA-W-926,MILL CREEK VINEYARDS,,1401 WESTSIDE RD,HEALDSBURG,CA,95448,9462,SONOMA,38.5954015,-122.882545
CA-W-928,"HENRY MICHAEL DONATONI, JR.",DONATONI WINERY,3225 TOWNSHIP RD,PASO ROBLES,CA,93446,0000,SAN LUIS OBISPO,35.571165,-120.75587
CA-W-937,ALLAN W. GREEN,GREENWOOD RIDGE VINEYARDS,24555 GREENWOOD RD,PHILO,CA,95466,9441,MENDOCINO,39.081837,-123.563527
CA-W-946,CAKEBREAD CELLARS,,8300  ST. HELENA HWY,RUTHERFORD,CA,94558,0000,NAPA,38.448514,-122.409609
CA-W-958,JACQUELINE CAROL TANNER,ROSS KELLER WINERY,985 ORCHARD RD,NIPOMO,CA,93444,9769,SAN LUIS OBISPO,35.0150766,-120.4779951
CA-W-963,"FREY VINEYARDS, LTD.",,14000 TOMKI RD,REDWOOD VALLEY,CA,95470,6135,MENDOCINO,39.339083,-123.231892
CA-W-966,FRANK S. & CYNDEE JO DONATO,ANTELOPE VALLEY WINERY,42041 20TH ST W,LANCASTER,CA,93534,6912,LOS ANGELES,34.647094,-118.166202
CA-W-969,"RICHARDSON VINEYARDS, GP",RICHARDSON VINEYARDS,2711 KNOB HILL RD,SONOMA,CA,95476,9560,SONOMA,38.251722,-122.415569
CA-W-971,THE CALIFORNIA WINE COMPANY,"THE CALIFORNIA WINE COMPANY, INC.",5055 SOLANO AVE,NAPA,CA,94558,0000,NAPA,38.354883,-122.334287
CA-W-982,DUANE MANSELL CRONIN,CRONIN VINEYARDS,11 OLD LA HONDA RD,WOODSIDE,CA,94062,2604,SAN MATEO,37.396346,-122.250758
CA-W-988,M.E.V. CORPORATION,MOUNT EDEN VINEYARDS,22020 MOUNT EDEN RD,SARATOGA,CA,95070,0000,SANTA CLARA,37.2683088,-122.0604075
CA-W-992,"DIAGEO CHATEAU & ESTATE WINES COMPANY & PARAGON VINEYARD CO., INC.",EDNA VALLEY VINEYARD,2585 BIDDLE RANCH ROAD,SAN LUIS OBISPO,CA,93401,0000,SAN LUIS OBISPO,35.214155,-120.606569
CA-W-993,JOE TRAVIS HART,HART WINERY,41300 AVENIDA BIONA,TEMECULA,CA,92591,5014,RIVERSIDE,33.5273381,-117.1147095
CA-W-997,"CHAPPELLET WINERY, INC.",CHAPPELLET WINERY,1581 SAGE CANYON RD,SAINT HELENA,CA,94574,9628,NAPA,38.4923211,-122.3429221
CA-W-1015,"FRITZ CELLARS, INC.",FRITZ CELLARS,24691 DUTCHER CREEK RD,CLOVERDALE,CA,95425,9742,SONOMA,38.7290188,-122.9806608
CA-W-1016,"RAYMOND VINEYARD & CELLAR, INC.",RAYMOND VINEYARD & CELLAR,849 ZINFANDEL  LN,SAINT HELENA,CA,94574,1645,NAPA,38.48859,-122.439332
CA-W-1018,"DAVID BRUCE WINERY, INC.",DAVID BRUCE WINERY,21439 BEAR CREEK RD,LOS GATOS,CA,95033,9429,SANTA CRUZ,37.16927,-122.047373
CA-W-1021,THOMAS DEHLINGER,DEHLINGER WINERY,4101 VINE HILL  RD,SEBASTOPOL,CA,95472,0000,SONOMA,38.453017,-122.858332
CA-W-1023,WINTERS WINERY,BERRYESSA GAP VINEYARDS,15 MAIN ST,WINTERS,CA,95694,1722,YOLO,38.5216824,-121.969378
CA-W-1028,"CALERA WINE COMPANY, A LIMITED PARTNERSHIP, JOSH JENSEN, GENERAL PARTNER",CALERA WINE COMPANY,11300 CIENEGA RD,HOLLISTER,CA,95023,9159,SAN BENITO,36.737152,-121.370449
CA-W-1037,STERLING CHAYKIN & ELAINE CHAYKIN,SATIETY,40101 COUNTY ROAD 25A,WOODLAND,CA,95695,9350,YOLO,38.6410737,-121.7671228
CA-W-1040,FLOOD RANCH COMPANY,RANCHO SISQUOC WINERY,6600 FOXEN CANYON  RD,SANTA MARIA,CA,93454,0000,SANTA BARBARA,34.8497066,-120.2501659
CA-W-1041,RUSSELL M. AND ANN C. NYBORG,WHALER VINEYARDS,6201 OLD RIVER  RD,UKIAH,CA,95482,0000,MENDOCINO,39.075034,-123.153405
CA-W-1044,SHAFER VINEYARDS,,6154 SILVERADO TRL,NAPA,CA,94558,9748,NAPA,38.4162688,-122.3366141
CA-W-1053,"EDWARD A. PAGOR, JR.",ROLLING HILLS VINEYARDS,126 WOOD RD,CAMARILLO,CA,93010,8334,VENTURA,34.217931,-119.095455
CA-W-1055,ROBERT A. CUTTER & DEBORAH A. CUTTER,DUXOUP WINE WORKS,9611 W DRY CREEK RD,HEALDSBURG,CA,95448,9129,SONOMA,38.703565,-122.978253
CA-W-1056,LONG VINEYARDS,,401 SAINT HELENA HWY S,SAINT HELENA,CA,94574,0000,NAPA,38.489057,-122.453615
CA-W-1072,"HAMBRECHT WINE GROUP, L.P.",BELVEDERE WINERY,4035 WESTSIDE RD,HEALDSBURG,CA,95448,9456,SONOMA,38.563979,-122.872963
CA-W-1075,"SONOMA-CUTRER VINEYARDS, INC.",SONOMA-CUTRER VINEYARDS,4401 SLUSSER RD,WINDSOR,CA,95492,7601,SONOMA,38.5035192,-122.8259982
CA-W-1082,"GUENOC WINERY, INC.",GUENOC & LANGTRY ESTATE VINEYARDS AND WINERY,21000 BUTTS CANYON RD,MIDDLETOWN,CA,95461,0000,LAKE,38.736152,-122.528659
CA-W-1085,THE SILVERADO VINEYARDS,SILVERADO VINEYARDS,6121 SILVERADO TRL,NAPA,CA,94558,9415,NAPA,38.412118,-122.336848
CA-W-1092,HAROLD DONALD & MONICA SARA NUFFER,TKC VINEYARDS,11001 VALLEY DR,PLYMOUTH,CA,95669,9523,AMADOR,38.528616,-120.819611
CA-W-1105,"JACKSON FAMILY WINES, INC.",KENDALL-JACKSON,600 MATTHEWS RD,LAKEPORT,CA,03246,9724,LAKE,43.5200475,-71.4760676
CA-W-1106,"KALIN CELLARS, INC.",,61 GALLI DR,NOVATO,CA,94949,5701,MARIN,38.073182,-122.535584
CA-W-1110,SEAN HALEY THACKREY,THACKREY & CO.,240 OVERLOOK DR,BOLINAS,CA,94924,9768,MARIN,37.904759,-122.695746
CA-W-1115,R. THORNTON BOSWELL,CHATEAU BOSWELL WINERY,3468 SILVERADO TRL,SAINT HELENA,CA,94574,9662,NAPA,38.544529,-122.487983
CA-W-1124,RALPH E. WERMUTH,WERMUTH WINERY,3942 SILVERADO TRL,CALISTOGA,CA,94515,9611,NAPA,38.564217,-122.510447
CA-W-1127,"GREAT AMERICAN WINERIES, INC.",CHATEAU JULIEN,8940 CARMEL VALLEY RD,CARMEL,CA,93923,9577,MONTEREY,36.5290437,-121.8208555
CA-W-1128,"MONTICELLO CELLARS, INC.",MONTICELLO CELLARS,4242 BIG RANCH RD,NAPA,CA,94558,1301,NAPA,38.361727,-122.306201
CA-W-1130,GEORGE R. DAVIS,PORTER CREEK VINEYARDS,8735 WESTSIDE RD,HEALDSBURG,CA,95448,8335,SONOMA,38.5201348,-122.889614
CA-W-1138,WILLIAM SCOLLAY GREENOUGH & NANCY PATTERSON GREENOUGH,SAUCELITO CANYON VINEYARD,1600 SAUCELITO CREEK RD,ARROYO GRANDE,CA,93420,6908,SAN LUIS OBISPO,35.1887139,-120.4027231
CA-W-1142,"ROMBAUER VINEYARDS, INC.",ROMBAUER VINEYARDS,3522 SILVERADO TRL,SAINT HELENA,CA,94574,9663,NAPA,38.545198,-122.494082
CA-W-1146,"CHRISTINE WOODS VINEYARDS, INC.",CHRISTINE WOODS WINERY,3155 HIGHWAY 128,PHILO,CA,95466,9468,MENDOCINO,39.1173837,-123.4607744
CA-W-1152,AHLGREN VINEYARD,,20320 HIGHWAY 9,BOULDER CREEK,CA,95006,9008,SANTA CRUZ,37.214834,-122.144553
CA-W-1153,KRISTINE ARNESON,RIVER RUN VINTNERS,65 ROGGE LN,WATSONVILLE,CA,95076,9418,SANTA CRUZ,36.8990591,-121.6414748
CA-W-1159,"DUNN VINEYARDS, LLC",,805 WHITE COTTAGE RD N,ANGWIN,CA,94508,9616,NAPA,38.5931799,-122.45102
CA-W-1162,"N.C.W.G., INC.",NEVADA CITY WINERY,321 SPRING ST,NEVADA CITY,CA,95959,2420,NEVADA,39.261555,-121.020421
CA-W-1165,MILLA HANDLEY & REX MCCLELLAN (GENERAL PARTNERS),HANDLEY CELLARS,3151 HIGHWAY 128,PHILO,CA,95466,9468,MENDOCINO,39.1173837,-123.4607744
CA-W-1180,"HUSCH VINEYARDS, INC.",,4400 HIGHWAY 128,PHILO,CA,95466,9476,MENDOCINO,39.1173837,-123.4607744
CA-W-1181,"BARGETTO'S SANTA CRUZ WINERY, INC.",,3535 N MAIN ST,SOQUEL,CA,95073,2530,SANTA CRUZ,36.995228,-121.95409
CA-W-1182,"BOEGER WINERY, INC.",BOEGER WINERY,1709 CARSON RD,PLACERVILLE,CA,95667,4906,EL DORADO,38.743792,-120.775904
CA-W-1188,"SPOTTSWOODE WINERY, INC.",,1902 MADRONA AVE,SAINT HELENA,CA,94574,2354,NAPA,38.500086,-122.478833
CA-W-1191,B & P WINERY,,1611 SPRING HILL RD,PETALUMA,CA,94952,9699,SONOMA,38.219819,-122.6879585
CA-W-1203,SAUSAL WINERY,,7370 HIGHWAY 128,HEALDSBURG,CA,95448,8018,SONOMA,38.6104658,-122.8691609
CA-W-1210,"THE DAUME WINERY, INC.",THE DAUME WINERY,300 S LEWIS ST,CAMARILLO,CA,93012,0000,VENTURA,34.211838,-119.033883
CA-W-1215,DUNCAN E. HAYNES,WHITFORD CELLARS,4047 E 3RD AVE,NAPA,CA,94558,4011,NAPA,38.298408,-122.235013
CA-W-1223,"JOHN R. & SHAWN E. GUILLIAMS, III",LA VIEILLE MONTAGNE,3851 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,9678,NAPA,38.520831,-122.54122
CA-W-1226,RICHARD M. STELTZNER,STELTZNER,5998 SILVERADO TRL,NAPA,CA,94558,9416,NAPA,38.4044669,-122.327936
CA-W-1239,NILS & DIANNA L. VENGE (THE ERIKA & KIRK VENGE TRUST),VENGE VINEYARDS/SADDLEBACK CELLARS,7802 MONEY RD,OAKVILLE,CA,94558,0000,NAPA,38.449866,-122.385823
CA-W-1242,DIAGEO CHATEAU & ESTATE WINES COMPANY,MOON MOUNTAIN,1700 MOON MOUNTAIN DR,SONOMA,CA,95476,3022,SONOMA,38.346974,-122.461617
CA-W-1246,FLORA SPRINGS WINE COMPANY,,1978 ZINFANDEL LN,SAINT HELENA,CA,94574,1611,NAPA,38.4766709,-122.4504869
CA-W-1254,ROMEO A. AND MARGARET C. ZUECH,PIEDRA CREEK WINERY,4910 EDNA RD,SAN LUIS OBISPO,CA,93401,7938,SAN LUIS OBISPO,35.231713,-120.624883
CA-W-1261,"EBERLE WINERY, LTD. (A LIMITED PARTNERSHIP) W. GARY EBERLE (GENERAL PARTNER)","EBERLE WINERY, LTD.",3810 HIGHWAY 46 E,PASO ROBLES,CA,93446,0000,SAN LUIS OBISPO,35.650158,-120.628257
CA-W-1262,"RUDD WINES, INC.",RUDD,500 OAKVILLE XRD,OAKVILLE,CA,94562,0000,NAPA,38.4369,-122.4012
CA-W-1268,ADAM TRACY TOLMACH,A. TOLMACH,10540 ENCINO DR,OAK VIEW,CA,93022,9257,VENTURA,34.4018769,-119.286126
CA-W-1275,G. MARK GROVES & KEITH LEE GROVES,ALPEN CELLARS,"6.5 MI. N.E. OF TRINITY CTR.P.O.,ON E. FORK RD.,COUNTY RD120",TRINITY CENTER,CA,96091,0000,TRINITY,41.0629127,-122.7764115
CA-W-1277,OSCAR MAURITS MATSON,MATSON VINEYARDS,10584 ARAPAHO DR,REDDING,CA,96003,7638,SHASTA,40.593975,-122.299528
CA-W-1295,RICHARD WALLACE FORMAN,FORMAN VINEYARD,1501 BIG ROCK RD,SAINT HELENA,CA,94574,9613,NAPA,38.518704,-122.447021
CA-W-1311,ROBERT W. & GLORIA R. TAYLOR,RETZLAFF WINERY,1356 S LIVERMORE AVE,LIVERMORE,CA,94550,9505,ALAMEDA,37.673146,-121.749343
CA-W-1341,"C AND C WINE SERVICES, INC.",HOOK AND LADDER WINERY,2134 OLIVET RD,SANTA ROSA,CA,95401,3819,SONOMA,38.471701,-122.81848
CA-W-1364,R.H. KEENAN COMPANY,ROBERT KEENAN WINERY,3660  SPRINGS MOUNTAIN RD,SAINT HELENA,CA,94574,0142,NAPA,38.502858,-122.469648
CA-W-1368,HANNA WINERY INC.,,5345 OCCIDENTAL RD,SANTA ROSA,CA,95401,5528,SONOMA,38.42549,-122.807778
CA-W-1373,"CLINE CELLARS, INC.",CLINE CELLARS,24737 ARNOLD DR,SONOMA,CA,95476,9216,SONOMA,38.214733,-122.454472
CA-W-1382,HENRY J. BATTJES,GOLD HILL VINEYARD,5660 VINEYARD LN,PLACERVILLE,CA,95667,9330,EL DORADO,38.863236,-120.706787
CA-W-1388,"VENTANA VINEYARDS WINERY, INC.",MEADOR ESTATE,38740 LOS COCHES RD,SOLEDAD,CA,93960,0000,MONTEREY,36.35887,-121.305918
CA-W-1397,THE HESS COLLECTION WINERY,HESS WINE COMPANY,4411 REDWOOD RD,NAPA,CA,94558,9708,NAPA,38.333076,-122.38647
CA-W-1398,"RICH, MARY, PARKE, PRESCOTT, LIZ HAFNER & JULIANNE FARRELL",HAFNER VINEYARD,4280 PINE FLAT RD,HEALDSBURG,CA,95448,8059,SONOMA,38.680357,-122.808063
CA-W-1407,"FREIXENET SONOMA CAVES, INC.",GLORIA FERRER CAVES,23555 ARNOLD DR,SONOMA,CA,95476,9285,SONOMA,38.2314703,-122.4597012
CA-W-1413,ROBERT MONDAVI WINERY,,901 KAISER RD,NAPA,CA,94558,6205,NAPA,38.256869,-122.275854
CA-W-1416,MILORAD & SUSAN J. KARAKASEVIC,DOMAINE CHARBAY,4001 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,9773,NAPA,38.519612,-122.543343
CA-W-1420,"FRANCISCAN VINEYARDS, INC.",FRANCISCAN VINEYARDS,1178 GALLERON RD,RUTHERFORD,CA,94574,0000,NAPA,38.474875,-122.432058
CA-W-1421,"LAS VINAS WINERY, INC.",,5573 W WOODBRIDGE RD,LODI,CA,95242,9497,SAN JOAQUIN,38.1604683,-121.3828013
CA-W-1424,THE GAINEY VINEYARD,,3950 E HIGHWAY 246,SANTA YNEZ,CA,93460,0000,SANTA BARBARA,34.608425,-120.090734
CA-W-1429,"ROEDERER ESTATE, INC.",,4501 HIGHWAY 128,PHILO,CA,95466,0000,MENDOCINO,39.1173837,-123.4607744
CA-W-1433,SALAMANDRE WINE CELLARS,,108 DON CARLOS DR,APTOS,CA,95003,2912,SANTA CRUZ,36.991533,-121.894019
CA-W-1435,TALLEY VINEYARDS,,3031 LOPEZ DR,ARROYO GRANDE,CA,93420,4999,SAN LUIS OBISPO,35.1820013,-120.5115923
CA-W-1436,"CLAIBORNE & CHURCHILL, INC.",,2649 CARPENTER CANYON RD,SAN LUIS OBISPO,CA,93401,8934,SAN LUIS OBISPO,35.1988579,-120.6055303
CA-W-1440,DIAGEO CHATEAU & ESTATE WINES COMPANY,ACACIA WINERY,2750 LAS AMIGAS RD,NAPA,CA,94559,9715,NAPA,38.232665,-122.347643
CA-W-1456,"BASIL H., BARBARA G., ARON J., & NICHOLAS A. SCALABRINI",ANNAPOLIS WINERY,26055 SODA SPRING RD,ANNAPOLIS,CA,95412,9728,SONOMA,38.7368296,-123.3710571
CA-W-1460,"B. R. COHN WINERY, INC.,",B. R. COHN WINERY,15000 SONOMA HWY,GLEN ELLEN,CA,95442,9454,SONOMA,38.348993,-122.501823
CA-W-1483,BRIAN J. & DIANA L. FITZPATRICK,FITZPATRICK WINERY,7740 FAIRPLAY RD,FAIR PLAY,CA,95684,0000,EL DORADO,38.595867,-120.670775
CA-W-1486,"HANZELL VINEYARDS, LTD.",HANZELL VINEYARDS,18596 LOMITA AVE,SONOMA,CA,95476,4619,SONOMA,38.311946,-122.470844
CA-W-1490,"LOCKWOOD PARTNERS, L.P. (MONTEREY WINERY, G.P.)",LOCKWOOD VINEYARD,59020 PARIS VALLEY RD,SAN LUCAS,CA,93954,0000,MONTEREY,36.0803758,-121.0014245
CA-W-1493,JOSEPH A. & EUGENE M. PERATA,FRATELLI PERATA,1595 ARBOR RD,PASO ROBLES,CA,93446,9669,SAN LUIS OBISPO,35.5941673,-120.7134407
CA-W-1497,DIAGEO CHATEAU & ESTATE WINES COMPANY,BLOSSOM HILL WINERY,385 PANOCHE RD,PAICINES,CA,95043,0000,SAN BENITO,36.728261,-121.276161
CA-W-1505,DIAGEO CHATEAU & ESTATE WINES COMPANY,STERLING VINEYARDS,1111 DUNAWEAL LN,CALISTOGA,CA,94515,0000,NAPA,38.569978,-122.55469
CA-W-1507,ROY S. FELLOM AND ROY E. FELLOM,FELLOM RANCH VINEYARDS,17075 MONTEBELLO RD,CUPERTINO,CA,95014,5439,SANTA CLARA,37.294991,-122.117701
CA-W-1509,"FOXEN VINEYARD, INC.",,7200 FOXEN CANYON RD,SANTA MARIA,CA,93454,9581,SANTA BARBARA,34.8389491,-120.2381153
CA-W-1511,JOHN P. GERKEN & COLLEEN K. GERKEN,BUTTERFLY CREEK WINERY,5647 DARRAH RD,MARIPOSA,CA,95338,9023,MARIPOSA,37.4972584,-119.8540538
CA-W-1515,DIAGEO CHATEAU & ESTATE WINES COMPANY,ROSENBLUM CELLARS,2900 MAIN ST,ALAMEDA,CA,94501,0000,ALAMEDA,37.788624,-122.292627
CA-W-1516,SMITH & HOOK WINERY,,37700 FOOTHILL RD,SOLEDAD,CA,93960,9620,MONTEREY,36.387709,-121.362877
CA-W-1549,SWANSON VINEYARDS AND WINERY,SWANSON VINEYARDS,1271 MANLEY LN,RUTHERFORD,CA,94574,0000,NAPA,38.450436,-122.419094
CA-W-1550,GOLDEN STATE VINTNERS,,7409 W CENTRAL AVE,FRESNO,CA,93706,9449,FRESNO,36.674886,-119.92102
CA-W-1559,BENJAMIN B. ZEITMAN AND MARY KATHLEEN QUINN,AMADOR FOOTHILL WINERY,12500 STEINER RD,PLYMOUTH,CA,95669,9510,AMADOR,38.540261,-120.791008
CA-W-1565,"THORNTON WINERY, INC.",,32575 RANCHO CALIFORNIA RD,TEMECULA,CA,92591,4935,RIVERSIDE,33.521502,-117.0884217
CA-W-1566,"FRANK-LIN DISTILLERS PRODUCTS, LTD.",FRANK-LIN VINTNERS,625 N KING RD,SAN JOSE,CA,95133,1707,SANTA CLARA,37.363795,-121.867434
CA-W-1572,HENRY W. & WILMA S. GONZALEZ,FIDDLE FARM,6576 JACKSON VALLEY RD,IONE,CA,95640,9630,AMADOR,38.3138327,-120.9041888
CA-W-1574,"A. NONINI WINERY, INC.",,2640 N DICKENSON AVE,FRESNO,CA,93723,9644,FRESNO,36.775772,-119.967707
CA-W-1576,HENRI J. VANDENDRIESSCHE,WHITE ROCK VINEYARDS,1115 LOMA VISTA DR,NAPA,CA,94558,9752,NAPA,38.378555,-122.290387
CA-W-1583,SKALLI CORPORATION,ST. SUPERY VINEYARDS AND WINERY,8440 ST HELENA HWY,RUTHERFORD,CA,94574,0000,NAPA,38.4536263,-122.4180367
CA-W-1584,"GOOSECROSS CELLARS, INC.",GOOSECROSS CELLARS,1119 STATE LN,YOUNTVILLE,CA,94599,9407,NAPA,38.426613,-122.352899
CA-W-1586,FETZER VINEYARDS,,12625 OLD RIVER  RD,HOPLAND,CA,95482,9616,MENDOCINO,38.990868,-123.097451
CA-W-1588,SULLIVAN VINEYARDS CORPORATION,,1090 GALLERON RD,RUTHERFORD,CA,94574,0000,NAPA,38.477562,-122.428996
CA-W-1598,"BOUCHAINE VINEYARDS, INC.",BOUCHAINE VINEYARDS,1075 BUCHLI STATION RD,NAPA,CA,94559,9716,NAPA,38.222761,-122.334307
CA-W-1601,WALTER N. GEORIS,GEORIS WINERY,18201 CACHAGUA RD,CARMEL VALLEY,CA,93924,9383,MONTEREY,36.403642,-121.658011
CA-W-1603,"MMH, INC.",HOMEWOOD WINERY,23120 BURNDALE RD,SONOMA,CA,95476,9722,SONOMA,38.245562,-122.421217
CA-W-1607,"DOMAINE CARNEROS, LTD.",DOMAINE CARNEROS,1240 DUHIG RD,NAPA,CA,94559,9713,NAPA,38.255489,-122.351413
CA-W-1617,"SINSKEY VINEYARDS, INC.",SINSKEY VINEYARDS,6320 SILVERADO TRL,NAPA,CA,94558,9747,NAPA,38.425364,-122.337228
CA-W-1618,FOSTER'S WINE ESTATES AMERICAS COMPANY,,7000 E HIGHWAY 46,PASO ROBLES,CA,93446,0000,SAN LUIS OBISPO,35.670515,-120.565239
CA-W-1620,FOSTER'S WINE ESTATES AMERICAS COMPANY,,26150 ASTI RD,CLOVERDALE,CA,95425,0000,SONOMA,38.763095,-122.976972
CA-W-1627,"ASV WINES, INC.",ASV WINES,31502 PETERSON RD,MC FARLAND,CA,93250,9605,KERN,35.704924,-119.231439
CA-W-1629,WILLIAM F. BRYANT,KATE'S VINEYARD,5211 BIG RANCH RD,NAPA,CA,94558,1004,NAPA,38.371654,-122.318358
CA-W-1635,CHARLES JOHN SPINETTA,CHARLES SPINETTA WINERY,12557 STEINER RD,PLYMOUTH,CA,95669,9510,AMADOR,38.5429869,-120.787454
CA-W-1636,SUGARLOAF FARMING CORPORATION,PETER MICHAEL WINERY,12400 IDA CLAYTON RD,CALISTOGA,CA,94515,9507,SONOMA,38.6775927,-122.6563757
CA-W-1644,"BUTTONWOOD FARM WINERY, INC",BUTTONWOOD FARM,1500 ALAMO PINTADO RD,SOLVANG,CA,93463,9756,SANTA BARBARA,34.62154,-120.114037
CA-W-1645,GREGORY EDWARD GRAZIANO,DOMAINE ST. GREGORY,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,9695,MENDOCINO,39.2567376,-123.237011
CA-W-1646,"STAR HILL WINES, INC.",STAR HILL WINERY,1075 SHADYBROOK LN,NAPA,CA,94558,4047,NAPA,38.295725,-122.219873
CA-W-1657,"WELLINGTON VINEYARDS, INC.",Wellington Vineyards,11600 DUNBAR RD,GLEN ELLEN,CA,95442,0000,SONOMA,38.387719,-122.52933
CA-W-1658,"HALLCREST VINEYARDS, INC.",HALLCREST VINEYARDS,379 FELTON EMPIRE RD,FELTON,CA,95018,9167,SANTA CRUZ,37.050951,-122.076901
CA-W-1659,NORMAN L. & JANICE P. ROSENE,CHICO CELLARS,6237 COHASSET RD,CHICO,CA,95973,8838,BUTTE,39.838721,-121.839925
CA-W-1664,"KLEIN FOODS, INC.",KLEIN FAMILY VINTNERS,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,9523,SONOMA,38.573314,-122.845541
CA-W-1668,RUSSELL D. & JOAN A. JONES,TRUCKEE RIVER WINERY,10061 S RIVER ST,TRUCKEE,CA,96161,0301,NEVADA,39.325237,-120.184188
CA-W-1671,KATHRYN KENNEDY WINERY,,13180 PIERCE RD,SARATOGA,CA,95070,4212,SANTA CLARA,37.276672,-122.037398
CA-W-1673,KENT RASMUSSEN WINERY,,2125 CUTTINGS WHARF RD,NAPA,CA,94559,9732,NAPA,38.239164,-122.313813
CA-W-1674,CHARLES G. & KIMBERLY O. MULLIGAN,HARMONY CELLARS,3255 HARMONY VALLEY RD,HARMONY,CA,93435,0000,SAN LUIS OBISPO,35.507171,-121.018709
CA-W-1677,JOSEPH G. & GENEVIEVE D. ROCHE,ROCHE WINERY,28700 ARNOLD DR,SONOMA,CA,95476,9700,SONOMA,38.173182,-122.450688
CA-W-1691,LYNN C. FRITZ,LYNMAR WINERY,3651 FREI RD,SEBASTOPOL,CA,95472,2311,SONOMA,38.439346,-122.847751
CA-W-1694,LEON E. SOBON & SHIRLEY E. SOBON,SOBON ESTATE,14430 SHENANDOAH RD,PLYMOUTH,CA,95629,9521,AMADOR,38.531158,-120.759023
CA-W-1697,HAL W. BARNETT AND FIONA H. BARNETT,BARNETT VINEYARDS,4070 SPRING MOUNTAIN RD,SAINT HELENA,CA,95404,9773,NAPA,38.5253338,-122.553258
CA-W-1700,"BONNY DOON  WINERY, INC.",BONNY DOON VINEYARD,328 INGALLS ST,SANTA CRUZ,CA,95060,5849,SANTA CRUZ,36.958759,-122.0469128
CA-W-1709,"RANCHO DE SOLIS WINERY, INC.",,3920 HECKER PASS RD,GILROY,CA,95020,8805,SANTA CLARA,37.0135144,-121.6402972
CA-W-1710,PAUL BRUCE KIMSEY & SALLY P. KIMSEY (GENERAL PARTNERS),AETNA SPRINGS WINE RANCH,7227 POPE VALLEY RD,POPE VALLEY,CA,94567,9441,NAPA,38.63138,-122.460259
CA-W-1711,BOWAR INC.,CLAUDIA SPRINGS WINERY,2160 GUNTLEY RD,PHILO,CA,95466,9428,MENDOCINO,39.128731,-123.514388
CA-W-1715,"KAUTZ VINEYARDS, INC.",IRONSTONE VINEYARDS,1894 SIX MILE RD,MURPHYS,CA,95222,0000,CALAVERAS,38.120867,-120.467255
CA-W-1716,RICHARD & CLAUDIA SMITH TRUSTEE OF THE RICHARD R. SMITH  FAMILY TRUST,PARAISO SPRINGS VINEYARDS,38060 PARAISO SPRINGS RD,SOLEDAD,CA,93960,9517,MONTEREY,36.3353714,-121.3576481
CA-W-1718,"OAKVILLE RANCH VINEYARDS, L.P.",OAKVILLE RANCH WINERY,7781 SILVERADO TRL,NAPA,CA,94558,9739,NAPA,38.4597692,-122.3678073
CA-W-1719,ANTHONY M. TRUCHARD,TRUCHARD VINEYARDS,3234 OLD SONOMA RD,NAPA,CA,94558,9701,NAPA,38.289374,-122.319252
CA-W-1720,"BYINGTON WINERY AND VINEYARD, INC.",,21850 BEAR CREEK RD,LOS GATOS,CA,95033,9438,SANTA CRUZ,37.170005,-122.053406
CA-W-1721,"SHENANDOAH INVESTMENT PROPERTIES, INC.",SHENANDOAH INVESTMENT PROPERTIES,12455 STEINER RD,PLYMOUTH,CA,95669,9504,AMADOR,38.543367,-120.791763
CA-W-1722,BRANDER VINEYARD,,2401 N REFUGIO RD,SANTA YNEZ,CA,93441,0000,SANTA BARBARA,34.656633,-120.098076
CA-W-1724,RICHARD S. SPENCER & BARBARA J. SPENCER,ST. AMANT WINERY,1 WINEMASTER WAY 3.3 MLS. E. OF P.O.,WOODBRIDGE,CA,95231,0000,SAN JOAQUIN,37.8774675,-121.2912463
CA-W-1726,STEVEN F. GODDE,CAMEO RANCH AND WINERY,8539 W AVENUE H,LANCASTER,CA,93536,8114,LOS ANGELES,34.722109,-118.280917
