Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County,Latitude,Longitude
PA-W-124,"EVERGREEN VALLEY VINEYARDS, INC.",,RR 1 BOX 173D,LUTHERSBURG,PA,15848,9801,CLEARFIELD,41.0452829,-78.7532884
PA-W-125,PLUMSOCK CORPORATION,FOX LEAP VINEYARDS,7043 GOSHEN RD,NEWTOWN SQUARE,PA,19073,1120,DELAWARE,39.9879813,-75.4497342
PA-W-126,"CHRISTIAN W. KLAY WINERY, INC.",CHRISTAIN W. KLAY WINERY,412 FAYETTE SPRINGS RD,CHALKHILL,PA,15470,0000,FAYETTE,39.8405738,-79.6210177
PA-W-128,"MANATAWNY CREEK WINERY, INC.",,227 LEVENGOOD RD,DOUGLASSVILLE,PA,19518,9211,BERKS,40.294817,-75.719362
PA-W-131,BOB LEWIS STOUDT & DAVID CARL BASHORE,BASHORE AND STOUDT COUNTRY WINERY,5784 OLD ROUTE 22,SHARTLESVILLE,PA,19554,0000,BERKS,40.51442,-76.111414
PA-W-132,GALEN JAMES TROXELL,GALEN GLEN VINEYARD AND WINERY,RD #1 BOX 82-1,ANDREAS,PA,18211,0000,SCHUYLKILL,40.743856,-75.8301537
PA-W-133,"HIWASSEE ACRES, LLC",ADAMS COUNTY WINERY,251 PEACH TREE RD,ORRTANNA,PA,17353,9753,ADAMS,39.865,-77.3734
PA-W-134,"SHADE MOUNTAIN WINERY, INC.",,RR 2 BOX 204,MIDDLEBURG,PA,17842,9539,SNYDER,40.8079055,-77.0334179
PA-W-136,"ARROWHEAD WINE CELLARS, INC.",,12073 E MAIN RD,NORTH EAST,PA,16428,3641,ERIE,42.2302873,-79.7883926
PA-W-137,STONEY ACRES WINERY LIMITED,STONEY ACRES WINERY,467 BERWICK HAZLETON HWY,NESCOPECK,PA,18635,1964,LUZERNE,41.0408269,-76.1401252
PA-W-138,"PLUM RUN WINERY, INC.",SKOCIK'S PLUM RUN WINERY,11 NECESSARY ST,BEALLSVILLE,PA,15313,0000,WASHINGTON,40.0617241,-80.0204962
PA-W-139,STONE VILLA WINE CELLARS INC.,,RR 1 BOX 223,ACME,PA,15610,9717,WESTMORELAND,40.1209602,-79.4366324
PA-W-140,"FLICKERWOOD WINE CELLARS, INC.",FLICKERWOOD WINE CELLARS,309 FLICKERWOOD RD,KANE,PA,16735,3915,MCKEAN,41.6588557,-78.7795112
PA-W-141,"CHARLES JACQUIN ET CIE., INC.",,2633 TRENTON AVE,PHILADELPHIA,PA,19125,1837,PHILADELPHIA,39.984006,-75.121158
PA-W-142,"FRATELLI DESIATO VINEYARDS ENTERPRISES,  INC.",FRATELLI DESIATO VINEYARDS,522 E DARK HOLLOW RD,PIPERSVILLE,PA,18947,9378,BUCKS,40.4425055,-75.1229001
PA-W-145,"WILHELM WINERY, INC.",WILHELM WINERY,590 GEORGETOWN RD,HADLEY,PA,16130,1010,MERCER,41.4463221,-80.1634437
PA-W-146,"ROSE BANK WINERY, L.L.C.",ROSE BANK WINERY,258 DURHAM RD,NEWTOWN,PA,18940,1121,BUCKS,40.2418597,-74.9486739
PA-W-147,"LACASA NARCISI, INC.",LACASA NARCISI WINERY,4578 GIBSONIA RD,GIBSONIA,PA,15044,0000,ALLEGHENY,40.6309735,-79.9803265
PA-W-149,"MELLON ESTATES, INC.",THE VINEYARD BY MELLON,640 FREEPORT RD,FREEPORT,PA,16229,1805,ARMSTRONG,40.7150189,-79.6651165
PA-W-150,"BENIGNA'S CREEK  VINEYARD & WINERY, INC.",,1585  RIDGE RD,KLINGERSTOWN,PA,17941,9637,SCHUYLKILL,40.6661232,-76.6721784
PA-W-154,PAUL R. SALLY A. & BRIAN L. CUNKELMAN,RASPBERRY ACRES WINERY,250 CLAWSON RD,BLAIRSVILLE,PA,15717,4813,INDIANA,40.5229233,-79.2715792
PA-W-155,"THE WINERY AT WILCOX, INC.",,1867  MEFFERTS RUN  RD,WILCOX,PA,15870,9704,ELK,41.5578861,-78.6696186
PA-W-156,"LONG TROUT ENTERPRISES, INC.",LONG TROUT WINERY,84 FORK MOUNTAIN RD,AUBURN,PA,17922,8735,SCHUYLKILL,40.6051934,-76.0681584
PA-W-157,"PRESQUE ISLE WINE CELLARS, INC.",PRESQUE ISLE WINE CELLARS,9440 BUFFALO RD,NORTH EAST,PA,16428,0000,ERIE,42.1949028,-79.8908947
PA-W-159,"VA LA VINEYARDS, L.P.",,8820 GAP NEWPORT PIKE,AVONDALE,PA,19311,9740,CHESTER,39.817363,-75.7699634
PA-W-161,CLARKE T. MILLER & JANET E. MILLER,C. T. MILLER VINEYARDS,24 CLARK LN,AVELLA,PA,15312,2010,WASHINGTON,40.2085269,-80.3960923
PA-W-162,"BOSTWICK ENTERPRISES, INC.",HERITAGE WINE CELLARS,12160 E MAIN RD,NORTH EAST,PA,16428,3644,ERIE,42.2315674,-79.7850257
PA-W-163,"ALLEGRO WINE COMPANY, LLC",ALLEGRO VINEYARDS,3475 SECHRIST RD,BROGUE,PA,17309,9415,YORK,39.846333,-76.482208
PA-W-164,"CROSSING VINEYARDS AND WINERY, INC.",,1849 WRIGHTSTOWN RD,NEWTOWN,PA,18940,2607,BUCKS,40.286189,-74.8843385
PA-W-165,GREGG AMORE,AMORE VINEYARDS & WINERY,6821 STEUBEN RD,NAZARETH,PA,18064,9755,NORTHAMPTON,40.6928,-75.387
PA-W-167,"L. AND R. WINE COMPANY, INC.",,63 PEACH LN,LANCASTER,PA,17601,3251,LANCASTER,40.091325,-76.309084
PA-W-168,JAMES & CAROLE KIRKPATRICK,KREUTZ CREEK VINEYARDS,553 S GUERNSEY RD,WEST GROVE,PA,19390,9726,CHESTER,39.7981957,-75.8343435
PA-W-169,"PINNACLE RIDGE, LLC.",,407 OLD MAIN,KUTZTOWN,PA,19530,8623,BERKS,40.5173165,-75.7774177
PA-W-170,"FOXBURG WINE CELLARS, INC",,65 MAIN ST,FOXBURG,PA,16036,0000,CLARION,41.1401008,-79.678945
PA-W-171,"VYNECREST, LLC",VYNECREST WINERY,172 ARROWHEAD LN,BREINIGSVILLE,PA,18031,1462,LEHIGH,40.561649,-75.642653
PA-W-172,"HAWK SHADOW VINEYARD, LLC.",HAWK SHADOW VINEYARD,338 TORBERT RD,FAWN GROVE,PA,17321,9637,YORK,39.743421,-76.43046
PA-W-173,"KOG HILL VENTURES, INC.",,215 PINE CIR,BIRDSBORO,PA,19508,9052,BERKS,40.217341,-75.816603
PA-W-174,"MARBURG ESTATE WINERY, LIMITED",,2025 LOCUST RD,SPRING GROVE,PA,17362,8951,YORK,39.808143,-76.907647
PA-W-175,THOMAS & DELLA MONTGOMERY,MONTGOMERY UNDERGROUND WINERY,130 MONTGOMERY LANE,RURAL VALLEY,PA,19115,0000,ARMSTRONG,40.103748,-75.057396
PA-W-177,"BLAIR VINEYARDS, LLC",BLAIR VINEYARDS,90 DIETRICH VALLEY RD,KUTZTOWN,PA,19530,0000,BERKS,40.549074,-75.830008
PA-W-178,ANNA M. FALAT,EAGLE ROCK WINERY,"RTE 42, BOX 304",LAPORTE,PA,18626,0000,SULLIVAN,41.3965722,-76.5199195
PA-W-179,"CLOVER HILL ENTERPRISES, INC.",CLOVER HILL VINEYARDS & WINERY,9850 NEWTOWN RD,BREINIGSVILLE,PA,18031,1808,LEHIGH,40.549043,-75.659802
PA-W-180,"CLOVER MILL FARM VINEYARDS & WINERY, LLC",,1439 CLOVER MILL RD,CHESTER SPRINGS,PA,19425,1108,CHESTER,40.1022156,-75.5952757
PA-W-181,"EAGLES' CREST ENTERPRISES, LLC",,1853 EAGLE FARMS RD,CHESTER SPRINGS,PA,19425,2107,CHESTER,40.0850783,-75.6516575
PA-W-182,"MOON DANCER VINEYARDS & WINERY, INC.",,1282 KLINES RUN RD,WRIGHTSVILLE,PA,17368,9120,YORK,39.988891,-76.507126
PA-W-183,PAUL & MARGO SINGER,GLEN MERE WINERY,3338 SEVEN VALLEYS RD,GLEN ROCK,PA,17327,7600,YORK,39.8032929,-76.750716
PA-W-184,RODNEY L. AND JANET M. GEISEL,HELIXVILLE WINERY,549 TOMCO RD,SCHELLSBURG,PA,15559,7869,BEDFORD,40.0824289,-78.7039178
PA-W-185,"BIRDSONG WINERY, INC.",BIRDSONG WINERY,RR4,DUSHORE,PA,18614,9105,SULLIVAN,41.5231862,-76.3868797
PA-W-15000,"CAPRA COLLINA VINEYARD, INC.",CAPRA COLLINA VINEYARD,132 CONSTITUTION AVE,JESSUP,PA,18434,1221,LACKAWANNA,41.476573,-75.5738329
PA-W-15001,"PARADOCX VINEYARD, LLC",,1833 FLINT HILL RD,LANDENBERG,PA,19350,0000,CHESTER,39.7684215,-75.8093982
PA-W-15002,"PICKERING WINERY, INC.",PICKERING WINERY,,WYSOX,PA,18854,9601,BRADFORD,41.7833989,-76.3521514
PA-W-15003,"NORTHERN HERITAGE ESTATE, INC.",,,SUNBURY,PA,17801,9101,NORTHUMBERLAND,40.862585,-76.7944104
PA-W-15005,"SCHAEFER'S WINERY, LLC",,70 WOODWARD AVE,LOCK HAVEN,PA,17745,1623,CLINTON,41.1422016,-77.4244284
PA-W-15006,"JERSEY ACRES FARMS, INC.",STONE MOUNTAIN WINE CELLARS,1615 PANTHER VALLEY RD,PINE GROVE,PA,17963,9014,SCHUYLKILL,40.6144447,-76.2735405
PA-W-15007,"SALFORD VALLEY WINERY,  LLC",SALFORD VALLEY WINERY,98 CRESSMAN RD,TELFORD,PA,18969,1501,MONTGOMERY,40.312306,-75.411107
PA-W-15008,"VOLANT MILL WINERY, INC.",VOLANT MILL WINERY,1229 MAIN ST,VOLANT,PA,16156,6921,LAWRENCE,41.1130662,-80.2580012
PA-W-15009,FOUR SPRINGS WINERY LLC,,50 S MAIN ST,SEVEN VALLEYS,PA,17360,0000,YORK,39.8543251,-76.7083349
PA-W-15010,WINFIELD WINERY LLC,WINFIELD WINERY,1026 WINFIELD  RD,CABOT,PA,16023,3104,BUTLER,40.7809219,-79.725103
PA-W-15011,AMERICAN BEVERAGE CORPORATION,,1 DAILY WAY,VERONA,PA,15147,1135,ALLEGHENY,40.510867,-79.841004
PA-W-15012,RUSTIC ACRES WINERY,,234 CRISSWELL RD,BUTLER,PA,16002,8639,BUTLER,40.822341,-79.892803
PA-W-15013,ANTLER RIDGE WINERY INC,,RR1 POB 569B ROBINSON RD,ULSTER,PA,18850,9749,BRADFORD,41.8026631,-76.5950555
PA-W-15014,"STARR FINANCIAL GROUP, INC.",STARR HILL VINEYARD & WINERY,861 BAILEY RD,CURWENSVILLE,PA,16833,7174,CLEARFIELD,40.986076,-78.518044
PA-W-15015,JOHN J ROSS,ROSSI WINES,228 MAIN AVE,ALIQUIPPA,PA,15001,2451,BEAVER,40.6389864,-80.2431879
PA-W-15017,"LOPEZ WINERY & VINEYARD, INC.",,RR 1,LOPEZ,PA,18628,9338,SULLIVAN,41.408136,-76.3289941
PA-W-15018,"LEASER LAKE VINEYARDS, LLC",,7654 LEASER RD,KEMPTON,PA,19529,8944,BERKS,40.675217,-75.849071
PA-W-15020,WYCOMBE VINEYARDS INC,WYCOMBE VINEYARDS & WINERY,1391 FOREST GROVE RD,FURLONG,PA,18938,1367,BUCKS,40.2882222,-75.0467671
PA-W-15021,BOYD'S CARDINAL HOLLOW WINERY CORP,BOYD'S CARDINAL HOLLOW WINERY,720 W PROSPECT AVE,NORTH WALES,PA,19454,2644,MONTGOMERY,40.195728,-75.283373
PA-W-15022,"WEST HANOVER WINERY, INC",WESTHANOVER WINERY,7646 JONESTOWN RD,HARRISBURG,PA,17112,9725,DAUPHIN,40.3439989,-76.730556
PA-W-15023,"CULLARI VINEYARDS AND WINERY, INC.",CULLARI VINEYARDS AND WINERY,2149 SAND HILL RD,HERSHEY,PA,17033,2660,DAUPHIN,40.23429,-76.6592469
PA-W-15026,"LADDSBURG MOUNTAIN WINERY, INC.",LADDSBURG MOUNTAIN WINERY,,NEW ALBANY,PA,18833,9737,BRADFORD,41.6000752,-76.4418868
PA-W-15027,"NIMBLE HILL VINEYARD AND WINERY, INC.",NIMBLE HILL VINEYARD AND WINERY,RD 1 BOX 175,MEHOOPANY,PA,18629,0000,WYOMING,41.509156,-76.1899661
PA-W-15029,ALAN L. CHAPEL,ALLEGHENY CELLARS WINERY,4772 ROUTE 6,SHEFFIELD,PA,16347,3238,WARREN,41.3173919,-95.0765383
PA-W-15030,"HIDDEN CREEK VINEYARD AND WINERY, INC.",HIDDEN CREEK WINERY,,LACEYVILLE,PA,18623,9555,WYOMING,41.6459089,-76.1613189
PA-W-15031,FOUR QUARTERS INTERFAITH SANCTUARY OF EARTH RELIGION,,190 WALKER LN,ARTEMAS,PA,17211,8159,BEDFORD,39.7363358,-78.3955986
PA-W-15032,"BRIAR VALLEY VINEYARDS AND WINERY, INC.",,8693 LINCOLN  HWY,BEDFORD,PA,15522,9704,BEDFORD,40.017936,-78.489161
PA-W-15033,GREENHOUSE WINERY LLC,GREENHOUSE WINERY,1048 PINEWOOD RD,IRWIN,PA,15642,7005,WESTMORELAND,40.280845,-79.738924
PA-W-15034,"STONEKEEP MEADERY, LLC",STONEKEEP MEADERY,14 OSPREY LN,BIRDSBORO,PA,19508,9065,BERKS,40.226214,-75.877526
PA-W-15035,"WALNUT HILL WINERY, INC.",,638 TURNER  DR,BLAIRSVILLE,PA,15717,2804,INDIANA,40.4474176,-79.270514
PA-W-15036,WILLIAM PENN CORPORATION,PENNS WOODS WINERY,1016 SAVILLE AVE,EDDYSTONE,PA,19022,1405,DELAWARE,39.8608227,-75.3433942
PA-W-15037,"VOLANT MILL WINERY, INC.",VOLANT MILL WINERY,80 SECOND  ST,FREDONIA,PA,16124,2902,MERCER,41.3218502,-80.26474
PA-W-15039,"SAND HILL WINERY, LLC",GREENDANCE,306 DEERFIELD RD,MOUNT PLEASANT,PA,15666,9150,WESTMORELAND,40.176095,-79.5487236
PA-W-15040,THOMAS D. STUTZMAN,RED SHALE RIDGE VINEYARDS,266  N GOODSPRINGS RD,HEGINS,PA,17981,0000,SCHUYLKILL,40.6334903,-76.3935769
PA-W-15041,"BROOKMERE WINERY AND VINEYARD INN, INC.",,5369 STATE ROUTE 655,BELLEVILLE,PA,17004,9236,MIFFLIN,40.620683,-77.6917461
PA-W-15042,"GLATZ WINE CELLARS, INCORPORATED",GLATZ WINE CELLARS,2699 BRODHEAD RD,ALIQUIPPA,PA,15001,2767,BEAVER,40.5806206,-80.2576186
PA-W-15043,LEIGH HAMILTON SHIELDS,SHIELDS DEMESNE WINERY,374 SMITH CREEK RD,SPRAGGS,PA,15362,2004,GREENE,39.7430834,-80.2232151
PA-W-15044,"CARLO'S GARAGE, INC.",CARLO'S GARAGE WINERY,2022 PENN AVE,PITTSBURGH,PA,15222,4459,ALLEGHENY,40.4513109,-79.983233
PA-W-15045,"WALNUT RIDGE VINEYARDS, INC.",,557 FARRAR SCHOOL RD,AVELLA,PA,15312,0000,WASHINGTON,40.2260799,-80.4033405
PA-W-15046,THISTLE CORP.,THISTLETHWAITE VINEYARDS,151 THISTLETHWAITE  LN,JEFFERSON,PA,15344,0000,GREENE,39.9300749,-80.0589461
PA-W-15047,"GROVEDALE WINERY AND VINEYARD, INC",GROVEDALE WINERY,RR 2 BOX 5,WYALUSING,PA,18853,9605,BRADFORD,41.7023531,-76.247912
PA-W-15048,DANIEL ELLSWORTH PROPER III,ANGELI WINERY,42288 SNYDER RD,TITUSVILLE,PA,16354,4550,CRAWFORD,41.6790831,-79.7012822
PA-W-15049,"REID'S ORCHARD, INC.",,2135 BUCHANAN VALLEY RD,ORRTANNA,PA,17353,9213,ADAMS,39.9397,-77.3794999
PA-W-15050,"HAUSER ESTATE, INC",HAUSER ESTATE WINERY,410  CASHTOWN  RD,BIGLERVILLE,PA,17307,0000,ADAMS,39.9016453,-77.3474303
PA-W-15051,LAKEVIEW WINE CELLARS LLC,,8440 SINGER RD,NORTH EAST,PA,16428,0000,ERIE,42.2123151,-79.7836233
PA-W-15052,LUCINDA STERNER,HIGH ROCK WINERY,7982 HIGH ROCK RD W,HANOVER,PA,17331,7998,YORK,39.863684,-76.9453456
PA-W-15053,"MAIOLATESI WINE CELLARS, INC.",,606 GREEN GROVE RD,OLYPHANT,PA,18447,0000,LACKAWANNA,41.5010892,-75.6245228
PA-W-15054,"FRENCH CREEK RIDGE VINEYARDS, LLC",J. MAKI WINERY,200 GROVE RD,ELVERSON,PA,19520,9013,CHESTER,40.162411,-75.7655405
PA-W-15055,JAN M. WALTZ,WALTZ VINEYARDS AND WINERY,1599 OLD LINE RD,MANHEIM,PA,17545,8222,LANCASTER,40.171184,-76.440264
PA-W-15056,"BLACK WALNUT WINERY, LLC",BLACK WALNUT WINERY,3000 LINCOLN  HWY,SADSBURYVILLE,PA,19369,0000,CHESTER,39.9823301,-75.8843419
PA-W-15057,"POCONO LIMITED WINERY, INC.",POCONO LIMITED WINERY,954 MOUNT ZION AVE,STROUDSBURG,PA,18360,9792,MONROE,41.011673,-75.230159
PA-W-15058,"PAVLICK HILL VINEYARD, INC.",PAVLICK HILL VINEYARD,124 PAVLICK RD,HUNLOCK CREEK,PA,18621,4534,LUZERNE,41.2533627,-76.1088001
PA-W-15060,"BARTOLAI ENTERPRISES, INC.",BARTOLAI  WINERY,RD #1 BOX 205 A,WEST PITTSTON,PA,18643,1111,LUZERNE,41.32758,-75.7929716
PA-W-15061,"SEVEN MOUNTAINS WINE CELLARS, LLC",SEVEN MOUNTAINS WINE CELLARS,107 MOUNTAIN SPRINGS LN,SPRING MILLS,PA,16875,0000,CENTRE,40.853399,-77.5674956
PA-W-15062,DANCING RABBIT WINERY LLC,DANCING RABBIT WINERY,465 BLAIR RD,POLK,PA,16342,2109,VENANGO,41.2492056,-79.9286517
PA-W-15063,"KAVIC WINERY, INC.",,1013 CAMPBELLS RUN RD,CARNEGIE,PA,15106,0000,ALLEGHENY,40.418949,-80.100672
PA-W-15064,"KEEWAYDIN CIDER MILL,L.P.",KEEWAYDIN CIDER MILL,862 KEEWAYDIN RD,FRENCHVILLE,PA,16836,0000,CLEARFIELD,41.103369,-78.1582762
PA-W-15065,"FSF VINEYARD, LLC",FSF VINEYARD,2957  FLOWING SPRINGS RD,BIRCHRUNVILLE,PA,19475,0000,CHESTER,40.150873,-75.6664114
PA-W-15066,"FOUR FRIENDS VINEYARD & WINERY, LLC",FOUR FRIENDS VINEYARD & WINERY,574 CEMETERY HILL RD,MONTGOMERY,PA,17752,9077,LYCOMING,41.1564279,-76.8967684
PA-W-15067,"MOUNTAIN VIEW VINEYARD, INC.",,1220  NEOLA  RD,STROUDSBURG,PA,18360,8546,MONROE,40.974306,-75.346821
PA-W-15068,"ENGINEHOUSE 25 WINES, LLC",ENGINEHOUSE 25 WINES,3339 PENN AVE,PITTSBURGH,PA,15201,1337,ALLEGHENY,40.462503,-79.967864
PA-W-15069,STARGAZERS VINEYARD LLC,STARGAZERS VINEYARD,1024 WHEATLAND DR,COATESVILLE,PA,19320,5203,CHESTER,39.9376076,-75.7630778
PA-W-15070,"FRIENDS OF BROWN'S VINEYARD, LLC",LOGAN'S VIEW WINERY,4830 HILDEBRAND RD,GLEN ROCK,PA,17327,0000,YORK,39.7458447,-76.7534125
PA-W-15071,"BURCH FARMS, INC.",BURCH FARMS WINERY,9239 SIDEHILL RD,NORTH EAST,PA,16428,4701,ERIE,42.1655838,-79.8967836
PA-W-15072,"HUMMINGBIRD RIDGE WINERY, LLC",HUMMINGBIRD RIDGE WINERY,735  KISE MILL RD,YORK HAVEN,PA,17370,9526,YORK,40.110189,-76.821454
PA-W-15073,GALER ESTATE VINEYARD & WINERY LLC,,700 FOLLY HILL RD,KENNETT SQUARE,PA,19348,1506,CHESTER,39.8784756,-75.6825499
PA-W-15074,UNAMI RIDGE CORPORATION,UNAMI RIDGE WINERY,2144 KUMRY RD,QUAKERTOWN,PA,18951,3780,BUCKS,40.4149241,-75.3924358
PA-W-15076,"ARSENAL CIDER HOUSE & WINE CELLAR, INC.",ARSENAL CIDER HOUSE & WINE CELLAR,300 39TH ST,PITTSBURGH,PA,15201,1812,ALLEGHENY,40.4649829,-79.961071
PA-W-15077,"BASTRESS MOUNTAIN WINERY, INC.",BASTRESS MOUNTAIN WINERY,5451 STATE ROUTE 654 HWY,WILLIAMSPORT,PA,17702,0000,LYCOMING,41.2411897,-77.0010786
PA-W-15078,THE COURTYARD WINERIES LLC,,9455 W MIDDLE  RD,NORTH EAST,PA,16428,2637,ERIE,42.2075355,-79.8931698
PA-W-15079,TIMOTHY C. FERRONE,FERRONE FAMILY WINERY,505 MAIN ST,PECKVILLE,PA,18452,2411,LACKAWANNA,41.4799999,-75.575787
PA-W-15081,"GUILIO BRAVO IMPORTS, L.L.C.",GUILIO BRAVO WINE CO.,2014 SMALLMAN ST,PITTSBURGH,PA,15222,4428,ALLEGHENY,40.4520135,-79.9843125
PA-W-15082,"DEER CREEK WINERY, LLC",DEER CREEK WINERY,3333 SOAP FAT  RD,SHIPPENVILLE,PA,16254,3031,CLARION,41.3027252,-79.4780107
PA-W-15083,"WINTERLAND WINERY, INC.",WINTERLAND WINERY,15B FLAT ST,LOPEZ,PA,18632,0000,SULLIVAN,41.4582658,-76.3342028
PA-W-15084,"TUSCARORA MOUNTAIN WINERY, LLC",TUSCARORA MOUNTAIN WINERY,25 LINCOLN WAY W,CHAMBERSBURG,PA,17201,2103,FRANKLIN,39.9376682,-77.662229
PA-W-15086,"GRACE WINERY,  LLC",,50 SWEETWATER RD,GLEN MILLS,PA,19342,1709,DELAWARE,39.9270571,-75.4804606
PA-W-15087,"CASSEL VINEYARDS OF HERSHEY, LLC",,53 SHETLAND DR,HUMMELSTOWN,PA,17036,9238,DAUPHIN,40.314046,-76.6904689
PA-W-15088,"LAGO WINERY, LLC",,4340 E LAKE RD,JAMESTOWN,PA,16134,4534,MERCER,41.5123065,-80.459398
PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,,ZIP4,COUNTY,,
RI-W-3,"SAKONNET VINEYARDS, L.P.",SAKONNET VINEYARDS,162 W MAIN RD,LITTLE COMPTON,RI,02837,1355,NEWPORT,41.532043,-71.1972087
RI-W-4,PETER BERNTSON & CLARA E. BERNTSON,DIAMOND HILL VINEYARDS,3145 DIAMOND HILL RD,CUMBERLAND,RI,02864,2929,PROVIDENCE,41.977096,-71.403959
RI-W-6,GREENVALE VINEYARDS LTD.,,GREENVALE LANE,PORTSMOUTH,RI,02871,0000,NEWPORT,41.5342444,-71.2374398
RI-W-7,"NEWPORT VINEYARDS AND WINERY, LLC",NEWPORT VINEYARDS,909 E MAIN RD,MIDDLETOWN,RI,02842,5370,NEWPORT,41.529299,-71.272628
RI-W-8,"BLOCK ISLAND VINEYARDS, LTD.",,CHAPEL STREET,BLOCK ISLAND,RI,02807,0000,NEWPORT,41.172607,-71.5604319
RI-W-10,SHELALARA VINEYARDS & WINERY INC,SHELALARA VINEYARDS & WINERY,21B  RESERVIOR RD,COVENTRY,RI,02816,0000,KENT,0.0,0.0
RI-W-15000,"LANGWORTHY FARM WINERY, INC.",LANGWORTHY FARM,308  SHORE  RD,WESTERLY,RI,02891,3921,WASHINGTON,41.3423779,-71.768801
RI-W-15001,"NICKLE CREEK VINEYARD, LLC",NICKLE CREEK VINEYARD,12 KING RD,FOSTER,RI,02825,1339,PROVIDENCE,41.780002,-71.693619
SC-W-27,ROBERT E. SCOTT,MONTMORENCI VINEYARDS,110 OLD DIBBLE RD,AIKEN,SC,29803,9678,AIKEN,33.527798,-81.6365497
SC-W-30,"FREDERICK E. GUSMER, JR.",,1860 BLACK HWY,YORK,SC,29745,8723,YORK,35.0237229,-81.2796742
SC-W-32,TIMOTHY PAUL WALKER,CAROLINA VINEYARDS,4922 HIGHWAY 17 S,NORTH MYRTLE BEACH,SC,29582,5383,HORRY,33.814773,-78.699305
SC-W-33,GUY T. & THERESA B. VALENTINE,VALENTINE SAGEFIELD VINEYARDS,1185 N SILVERTON ST,JACKSON,SC,29831,3130,AIKEN,33.3412783,-81.7651797
SC-W-34,"IRVIN-HOUSE VINEYARDS, LLC",IRVIN-HOUSE VINEYARDS,6775 BEARS BLUFF RD,WADMALAW IS,SC,29487,6812,CHARLESTON,32.6444649,-80.2364149
SC-W-15000,"CITY SCAPE WINERY AND SUPPLY, LLC",VINTNER'S CELLAR,82 ORCHARD PARK DR,GREENVILLE,SC,29615,3567,GREENVILLE,34.8548906,-82.3296615
SC-W-15001,"VICTORIA VALLEY VINEYARDS, LLC",VICTORIA VALLEY VINEYARDS,1360 S SALUDA RD,CLEVELAND,SC,29671,9696,GREENVILLE,35.053819,-82.668823
SC-W-15002,"WESTFALL WINERY, LLC",ISLAND WINERY,12 A CARDINAL RD,HILTON HEAD,SC,29926,3720,BEAUFORT,32.223403,-80.701854
SC-W-15003,LOWCOUNTRY WINERY LLC,LOWCOUNTRY WINERY,705 BAY ST,BEAUFORT,SC,29902,5504,BEAUFORT,32.4307558,-80.6701685
SC-W-15004,GUY T. & THERESA D. VALENTINE,VALENTINE SAGEFIELD VINEYARDS,2520  S HWY 17 BR UNIT 12,GARDEN CITY,SC,29576,7657,HORRY,33.2078372,-79.3851773
SC-W-15005,"HYMAN FARMS, INC.",HYMAN VINEYARDS,2980 HIGHWAY 378,CONWAY,SC,29527,4924,HORRY,33.840872,-79.111815
SC-W-15006,"REDLEG WINERY, LLC",MARKET STREET WINERY,32C NORTH MARKET  ST,CHARLESTON,SC,29401,2062,CHARLESTON,32.7812027,-79.9277172
SC-W-15007,"CITY SCAPE WINERY, LLC",CITY SCAPE WINERY,589 DUNKLIN BRIDGE RD,PELZER,SC,29669,9621,ANDERSON,34.601194,-82.316401
SC-W-15008,"SEPTEMBER OAKS VINEYARDS, LLC",September Oaks Vineyards,893 GRAYS HWY,RIDGELAND,SC,29936,0000,JASPER,32.543255,-81.014841
SC-W-15009,"ENOREE RIVER WINERY, LLC",,1656 DUSTY RD,NEWBERRY,SC,29108,0000,NEWBERRY,34.3095236,-81.5611493
SC-WS-15000,"SAB ENTERPRISES, LLC",,20 GRAND AVE,GREENVILLE,SC,29607,2960,GREENVILLE,34.8540009,-82.359973
SD-W-23,"PRAIRIE BERRY, L.L.C.",PRAIRIE BERRY WINERY,3301A S HIGHWAY 79,RAPID CITY,SD,57701,2042,PENNINGTON,44.047773,-103.194977
SD-W-25,"VALIANT VINEYARDS, INC.",VALIANT VINEYARDS,1500 W MAIN ST,VERMILLION,SD,57069,2961,CLAY,42.7820176,-96.9546144
SD-W-26,"DAKOTA FALLS WINERY, LLP",DAKOTA FALLS,719 N SPLITROCK BLVD,BRANDON,SD,57005,2004,MINNEHAHA,43.6021428,-96.5722788
SD-W-27,JAMES C. & CAROL L. SYVERSON,SYVERSON VINEYARD,21726 448TH AVE,OLDHAM,SD,57051,7209,KINGSBURY,44.1601674,-97.2498868
SD-W-15000,"WILDE PRAIRIE WINERY, INC.",WILDE PRAIRIE WINERY,48052 259TH  ST,BRANDON,SD,57005,6601,MINNEHAHA,43.6309682,-96.5986203
SD-W-15001,"BLACK HILLS VINEYARD & WINERY, LLC",BLACK HILLS WINERY,21415 US HWY 14A,LEAD,SD,57754,0000,LAWRENCE,44.3522065,-103.7651984
SD-W-15002,"SOUTH ENTERPRISES, INC.",STRAWBALE WINERY,47215 257 ST,RENNER,SD,57055,6404,MINNEHAHA,43.6597812,-96.7684554
SD-W-15003,"PRAIRIE BERRY, L.L.C.",PRAIRIE BERRY WINERY,23837 HIGHWAY 385,HILL CITY,SD,57745,6517,PENNINGTON,43.9502529,-103.521861
SD-W-15004,H5 WINE GROUP LLC,,47146 257TH ST,CROOKS,SD,57020,6407,MINNEHAHA,43.659716,-96.8143433
